TransactionID,EmployeeID,Date,Type,Amount
128,4,2025-03-01,Revenue,3232.42
129,4,2025-03-01,Expense,295.82
130,4,2025-04-01,Salary,10674.82
131,4,2025-04-01,Revenue,4277.5
132,4,2025-04-01,Expense,692.06
133,4,2025-05-01,Salary,9607.24
134,4,2025-05-01,Revenue,3557.33
135,4,2025-05-01,Expense,898.3
136,4,2025-06-01,Salary,8883.77
137,4,2025-06-01,Revenue,4318.61
138,4,2025-06-01,Expense,468.42
139,4,2025-07-01,Salary,8556.21
140,4,2025-07-01,Revenue,4447.18
141,4,2025-07-01,Expense,248.84
142,4,2025-08-01,Salary,8474.83
143,4,2025-08-01,Revenue,2349.11
144,4,2025-08-01,Expense,683.77
145,5,2024-09-01,Salary,8302.48
146,5,2024-09-01,Revenue,2226.83
147,5,2024-09-01,Expense,189.73
148,5,2024-10-01,Salary,8271.43
149,5,2024-10-01,Revenue,2811.31
150,5,2024-10-01,Expense,707.1
151,5,2024-11-01,Salary,9580.39
152,5,2024-11-01,Revenue,3094.95
153,5,2024-11-01,Expense,323.91
154,5,2024-12-01,Salary,9339.78
155,5,2024-12-01,Revenue,3880.15
156,5,2024-12-01,Expense,533.8
157,5,2025-01-01,Salary,9435.4
158,5,2025-01-01,Revenue,4960.65
159,5,2025-01-01,Expense,700.21
160,5,2025-02-01,Salary,8908.02
161,5,2025-02-01,Revenue,2387.81
162,5,2025-02-01,Expense,602.08
163,5,2025-03-01,Salary,9677.87
164,5,2025-03-01,Revenue,4915.54
165,5,2025-03-01,Expense,788.83
166,5,2025-04-01,Salary,10450.81
167,5,2025-04-01,Revenue,3748.19
168,5,2025-04-01,Expense,638.22
169,5,2025-05-01,Salary,10991.41
170,5,2025-05-01,Revenue,3265.08
171,5,2025-05-01,Expense,769.69
172,5,2025-06-01,Salary,9061.16
173,5,2025-06-01,Revenue,4492.24
174,5,2025-06-01,Expense,122.58
175,5,2025-07-01,Salary,10396.19
176,5,2025-07-01,Revenue,4227.61
177,5,2025-07-01,Expense,320.86
178,5,2025-08-01,Salary,8773.06
179,5,2025-08-01,Revenue,2026.43
180,5,2025-08-01,Expense,588.2
181,6,2024-09-01,Salary,9001.12
182,6,2024-09-01,Revenue,3237.58
183,6,2024-09-01,Expense,902.69
184,6,2024-10-01,Salary,8462.32
185,6,2024-10-01,Revenue,3333.13
186,6,2024-10-01,Expense,983.1
187,6,2024-11-01,Salary,10052.29
188,6,2024-11-01,Revenue,5731.02
189,6,2024-11-01,Expense,382.6
190,6,2024-12-01,Salary,9733.75
191,6,2024-12-01,Revenue,4921.18
192,6,2024-12-01,Expense,401.33
193,6,2025-01-01,Salary,10951.17
194,6,2025-01-01,Revenue,2923.09
195,6,2025-01-01,Expense,713.95
196,6,2025-02-01,Salary,11277.02
197,6,2025-02-01,Revenue,2931.82
198,6,2025-02-01,Expense,962.26
199,6,2025-03-01,Salary,8276.74
200,6,2025-03-01,Revenue,4359.3
201,6,2025-03-01,Expense,471.39
202,6,2025-04-01,Salary,9855.43
203,6,2025-04-01,Revenue,4081.42
204,6,2025-04-01,Expense,573.03
205,6,2025-05-01,Salary,11213.61
206,6,2025-05-01,Revenue,3594.58
207,6,2025-05-01,Expense,753.92
208,6,2025-06-01,Salary,9018.64
209,6,2025-06-01,Revenue,2664.95
210,6,2025-06-01,Expense,768.41
211,6,2025-07-01,Salary,8261.76
212,6,2025-07-01,Revenue,5229.85
213,6,2025-07-01,Expense,922.17
214,6,2025-08-01,Salary,9999.66
215,6,2025-08-01,Revenue,2972.7
216,6,2025-08-01,Expense,808.3
217,7,2024-09-01,Salary,8974.58
218,7,2024-09-01,Revenue,4098.45
219,7,2024-09-01,Expense,231.18
220,7,2024-10-01,Salary,9291.41
221,7,2024-10-01,Revenue,4409.51
222,7,2024-10-01,Expense,498.6
223,7,2024-11-01,Salary,9730.54
224,7,2024-11-01,Revenue,3154.87
225,7,2024-11-01,Expense,995.18
226,7,2024-12-01,Salary,10782.31
227,7,2024-12-01,Revenue,3649.43
228,7,2024-12-01,Expense,785.88
229,7,2025-01-01,Salary,11651.4
230,7,2025-01-01,Revenue,3173.09
231,7,2025-01-01,Expense,315.54
232,7,2025-02-01,Salary,10648.05
233,7,2025-02-01,Revenue,5523.34
234,7,2025-02-01,Expense,895.9
235,7,2025-03-01,Salary,9721.7
236,7,2025-03-01,Revenue,2841.22
237,7,2025-03-01,Expense,917.87
238,7,2025-04-01,Salary,11370.91
239,7,2025-04-01,Revenue,5265.37
240,7,2025-04-01,Expense,775.97
241,7,2025-05-01,Salary,8931.13
242,7,2025-05-01,Revenue,2251.8
243,7,2025-05-01,Expense,275.38
244,7,2025-06-01,Salary,9670.5
245,7,2025-06-01,Revenue,5775.72
246,7,2025-06-01,Expense,253.91
247,7,2025-07-01,Salary,9796.07
248,7,2025-07-01,Revenue,5364.0
249,7,2025-07-01,Expense,542.05
250,7,2025-08-01,Salary,11199.39
251,7,2025-08-01,Revenue,2647.82
252,7,2025-08-01,Expense,816.45
253,8,2024-09-01,Salary,11723.32
254,8,2024-09-01,Revenue,4997.34
255,8,2024-09-01,Expense,446.28
256,8,2024-10-01,Salary,11987.34
257,8,2024-10-01,Revenue,3608.53
258,8,2024-10-01,Expense,314.57
259,8,2024-11-01,Salary,9138.46
260,8,2024-11-01,Revenue,5538.86
261,8,2024-11-01,Expense,870.63
262,8,2024-12-01,Salary,9933.14
263,8,2024-12-01,Revenue,4640.3
264,8,2024-12-01,Expense,120.1
265,8,2025-01-01,Salary,8393.43
266,8,2025-01-01,Revenue,5729.64
267,8,2025-01-01,Expense,864.31
268,8,2025-02-01,Salary,11125.75
269,8,2025-02-01,Revenue,4941.1
270,8,2025-02-01,Expense,829.65
271,8,2025-03-01,Salary,8459.85
272,8,2025-03-01,Revenue,2048.51
273,8,2025-03-01,Expense,378.77
274,8,2025-04-01,Salary,11202.66
275,8,2025-04-01,Revenue,3826.6
276,8,2025-04-01,Expense,798.07
277,8,2025-05-01,Salary,8478.47
278,8,2025-05-01,Revenue,5355.05
279,8,2025-05-01,Expense,555.77
280,8,2025-06-01,Salary,8972.35
281,8,2025-06-01,Revenue,2855.78
282,8,2025-06-01,Expense,291.47
283,8,2025-07-01,Salary,8112.33
284,8,2025-07-01,Revenue,3553.55
285,8,2025-07-01,Expense,942.35
286,8,2025-08-01,Salary,9431.94
287,8,2025-08-01,Revenue,5854.61
288,8,2025-08-01,Expense,511.58
289,9,2024-09-01,Salary,11298.71
290,9,2024-09-01,Revenue,4637.54
291,9,2024-09-01,Expense,959.75
292,9,2024-10-01,Salary,11165.23
293,9,2024-10-01,Revenue,2189.13
294,9,2024-10-01,Expense,733.06
295,9,2024-11-01,Salary,10417.34
296,9,2024-11-01,Revenue,3942.05
297,9,2024-11-01,Expense,653.55
298,9,2024-12-01,Salary,11225.73
299,9,2024-12-01,Revenue,2129.25
300,9,2024-12-01,Expense,523.99
301,9,2025-01-01,Salary,9508.46
302,9,2025-01-01,Revenue,5107.1
303,9,2025-01-01,Expense,892.01
304,9,2025-02-01,Salary,9023.43
305,9,2025-02-01,Revenue,2369.59
306,9,2025-02-01,Expense,335.12
307,9,2025-03-01,Salary,8580.06
308,9,2025-03-01,Revenue,4762.13
309,9,2025-03-01,Expense,591.71
310,9,2025-04-01,Salary,8155.55
311,9,2025-04-01,Revenue,4616.94
312,9,2025-04-01,Expense,765.93
313,9,2025-05-01,Salary,10931.71
314,9,2025-05-01,Revenue,4182.08
315,9,2025-05-01,Expense,561.29
316,9,2025-06-01,Salary,10708.19
317,9,2025-06-01,Revenue,3743.59
318,9,2025-06-01,Expense,452.13
319,9,2025-07-01,Salary,8624.8
320,9,2025-07-01,Revenue,5975.38
321,9,2025-07-01,Expense,551.89
322,9,2025-08-01,Salary,11702.03
323,9,2025-08-01,Revenue,3678.89
324,9,2025-08-01,Expense,666.05
325,10,2024-09-01,Salary,10376.82
326,10,2024-09-01,Revenue,2521.16
327,10,2024-09-01,Expense,733.2
328,10,2024-10-01,Salary,9100.14
329,10,2024-10-01,Revenue,2300.61
330,10,2024-10-01,Expense,451.64
331,10,2024-11-01,Salary,11936.24
332,10,2024-11-01,Revenue,2583.41
333,10,2024-11-01,Expense,881.77
334,10,2024-12-01,Salary,11695.08
335,10,2024-12-01,Revenue,4013.02
336,10,2024-12-01,Expense,992.84
337,10,2025-01-01,Salary,11736.65
338,10,2025-01-01,Revenue,5404.52
339,10,2025-01-01,Expense,721.06
340,10,2025-02-01,Salary,10197.49
341,10,2025-02-01,Revenue,3968.2
342,10,2025-02-01,Expense,377.47
343,10,2025-03-01,Salary,8412.09
344,10,2025-03-01,Revenue,4228.55
345,10,2025-03-01,Expense,603.41
346,10,2025-04-01,Salary,9234.52
347,10,2025-04-01,Revenue,4852.86
348,10,2025-04-01,Expense,559.7
349,10,2025-05-01,Salary,10341.98
350,10,2025-05-01,Revenue,4947.84
351,10,2025-05-01,Expense,243.82
352,10,2025-06-01,Salary,10969.22
353,10,2025-06-01,Revenue,5358.33
354,10,2025-06-01,Expense,303.62
355,10,2025-07-01,Salary,9539.54
356,10,2025-07-01,Revenue,3285.01
357,10,2025-07-01,Expense,363.17
358,10,2025-08-01,Salary,11445.13
359,10,2025-08-01,Revenue,2109.24
360,10,2025-08-01,Expense,703.88
361,11,2024-09-01,Salary,8649.86
362,11,2024-09-01,Revenue,2507.57
363,11,2024-09-01,Expense,563.99
364,11,2024-10-01,Salary,11760.65
365,11,2024-10-01,Revenue,2379.64
366,11,2024-10-01,Expense,523.32
367,11,2024-11-01,Salary,8287.92
368,11,2024-11-01,Revenue,3159.07
369,11,2024-11-01,Expense,318.69
370,11,2024-12-01,Salary,8914.6
371,11,2024-12-01,Revenue,3366.2
372,11,2024-12-01,Expense,724.85
373,11,2025-01-01,Salary,11575.88
374,11,2025-01-01,Revenue,4411.81
375,11,2025-01-01,Expense,626.38
376,11,2025-02-01,Salary,10454.69
377,11,2025-02-01,Revenue,4483.09
378,11,2025-02-01,Expense,222.61
379,11,2025-03-01,Salary,10608.93
380,11,2025-03-01,Revenue,4428.25
381,11,2025-03-01,Expense,240.87
382,11,2025-04-01,Salary,9068.41
383,11,2025-04-01,Revenue,2839.09
384,11,2025-04-01,Expense,211.9
385,11,2025-05-01,Salary,11651.6
386,11,2025-05-01,Revenue,4628.32
387,11,2025-05-01,Expense,648.53
388,11,2025-06-01,Salary,8949.15
389,11,2025-06-01,Revenue,5874.62
390,11,2025-06-01,Expense,973.71
391,11,2025-07-01,Salary,10467.47
392,11,2025-07-01,Revenue,4792.4
393,11,2025-07-01,Expense,682.93
394,11,2025-08-01,Salary,10538.37
395,11,2025-08-01,Revenue,2819.96
396,11,2025-08-01,Expense,102.2
397,12,2024-09-01,Salary,10763.55
398,12,2024-09-01,Revenue,2063.85
399,12,2024-09-01,Expense,422.44
400,12,2024-10-01,Salary,11832.42
401,12,2024-10-01,Revenue,5641.25
402,12,2024-10-01,Expense,189.48
403,12,2024-11-01,Salary,8925.44
404,12,2024-11-01,Revenue,5880.98
405,12,2024-11-01,Expense,813.48
406,12,2024-12-01,Salary,11902.03
407,12,2024-12-01,Revenue,5328.41
408,12,2024-12-01,Expense,724.81
409,12,2025-01-01,Salary,9847.11
410,12,2025-01-01,Revenue,4578.55
411,12,2025-01-01,Expense,414.75
412,12,2025-02-01,Salary,10697.82
413,12,2025-02-01,Revenue,5468.1
414,12,2025-02-01,Expense,182.11
415,12,2025-03-01,Salary,11288.75
416,12,2025-03-01,Revenue,3886.65
417,12,2025-03-01,Expense,681.04
418,12,2025-04-01,Salary,10267.48
419,12,2025-04-01,Revenue,5725.84
420,12,2025-04-01,Expense,748.07
421,12,2025-05-01,Salary,8189.58
422,12,2025-05-01,Revenue,4306.95
423,12,2025-05-01,Expense,123.82
424,12,2025-06-01,Salary,9278.51
425,12,2025-06-01,Revenue,4009.25
426,12,2025-06-01,Expense,238.36
427,12,2025-07-01,Salary,11476.4
428,12,2025-07-01,Revenue,2830.79
429,12,2025-07-01,Expense,708.13
430,12,2025-08-01,Salary,10126.36
431,12,2025-08-01,Revenue,2074.67
432,12,2025-08-01,Expense,127.24
